YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Age,Race,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2011,SC,South Carolina,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,9.7,,,1.6,6.8,13.6,696,Male,All Ages,All Races,High School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB02,2
2011,SC,South Carolina,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,5.5,,,1.4,3.2,9.2,643,Female,All Ages,All Races,High School,"(33.998821303000454, -81.04537120699968)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB02,2
2011,SC,South Carolina,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,13.0,,,1.8,9.8,17.1,1450,Overall,All Ages,All Races,High School,"(33.998821303000454, -81.04537120699968)",BEH,151BEH,168SSP,1GEN,8AGE,6RAC,2EDU,YRB03,3
2011,SC,South Carolina,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,21.6,,,2.7,16.5,27.8,765,Male,All Ages,All Races,High School,"(33.998821303000454, -81.04537120699968)",BEH,151BEH,168SSP,2GEN,8AGE,6RAC,2EDU,YRB04,4
2011,SC,South Carolina,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,3.7,,,1.0,2.1,6.4,678,Female,All Ages,All Races,High School,"(33.998821303000454, -81.04537120699968)",BEH,151BEH,168SSP,3GEN,8AGE,6RAC,2EDU,YRB05,5
2011,SD,South Dakota,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,23.1,,,3.3,17.1,30.5,1468,Overall,All Ages,All Races,High School,"(44.353130053000484, -100.3735306369997)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB01,1
2011,SD,South Dakota,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,22.0,,,2.7,17.0,28.0,678,Male,All Ages,All Races,High School,"(44.353130053000484, -100.3735306369997)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB01,1
2011,SD,South Dakota,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,24.3,,,4.3,16.6,34.1,788,Female,All Ages,All Races,High School,"(44.353130053000484, -100.3735306369997)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB01,1
2011,SD,South Dakota,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,9.8,,,1.7,6.8,13.8,1468,Overall,All Ages,All Races,High School,"(44.353130053000484, -100.3735306369997)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB02,2
2011,SD,South Dakota,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,9.1,,,1.8,6.0,13.5,678,Male,All Ages,All Races,High School,"(44.353130053000484, -100.3735306369997)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB02,2
2011,SD,South Dakota,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,10.4,,,2.0,6.9,15.3,788,Female,All Ages,All Races,High School,"(44.353130053000484, -100.3735306369997)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB02,2
2011,SD,South Dakota,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,14.7,,,2.1,10.9,19.6,1517,Overall,All Ages,All Races,High School,"(44.353130053000484, -100.3735306369997)",BEH,151BEH,168SSP,1GEN,8AGE,6RAC,2EDU,YRB03,3
2011,SD,South Dakota,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,22.0,,,2.6,17.1,27.9,711,Male,All Ages,All Races,High School,"(44.353130053000484, -100.3735306369997)",BEH,151BEH,168SSP,2GEN,8AGE,6RAC,2EDU,YRB04,4
2011,SD,South Dakota,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,7.1,,,2.4,3.5,13.7,804,Female,All Ages,All Races,High School,"(44.353130053000484, -100.3735306369997)",BEH,151BEH,168SSP,3GEN,8AGE,6RAC,2EDU,YRB05,5
2011,TN,Tennessee,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,21.6,,,1.6,18.5,25.1,2542,Overall,All Ages,All Races,High School,"(35.68094058000048, -85.77449091399967)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB01,1
2011,TN,Tennessee,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,24.0,,,1.9,20.3,28.1,1227,Male,All Ages,All Races,High School,"(35.68094058000048, -85.77449091399967)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB01,1
2011,TN,Tennessee,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,19.0,,,1.8,15.6,23.0,1312,Female,All Ages,All Races,High School,"(35.68094058000048, -85.77449091399967)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB01,1
2011,TN,Tennessee,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,9.5,,,1.2,7.4,12.2,2542,Overall,All Ages,All Races,High School,"(35.68094058000048, -85.77449091399967)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB02,2
2011,TN,Tennessee,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,11.1,,,1.4,8.6,14.2,1227,Male,All Ages,All Races,High School,"(35.68094058000048, -85.77449091399967)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB02,2
2011,TN,Tennessee,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,7.8,,,1.3,5.6,10.8,1312,Female,All Ages,All Races,High School,"(35.68094058000048, -85.77449091399967)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB02,2
2011,TN,Tennessee,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,12.6,,,1.4,10.0,15.7,2605,Overall,All Ages,All Races,High School,"(35.68094058000048, -85.77449091399967)",BEH,151BEH,168SSP,1GEN,8AGE,6RAC,2EDU,YRB03,3
2011,TN,Tennessee,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,21.8,,,2.4,17.2,27.2,1254,Male,All Ages,All Races,High School,"(35.68094058000048, -85.77449091399967)",BEH,151BEH,168SSP,2GEN,8AGE,6RAC,2EDU,YRB04,4
2011,TN,Tennessee,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,2.9,,,0.5,2.0,4.2,1346,Female,All Ages,All Races,High School,"(35.68094058000048, -85.77449091399967)",BEH,151BEH,168SSP,3GEN,8AGE,6RAC,2EDU,YRB05,5
2011,TX,Texas,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,17.4,,,0.9,15.5,19.5,3889,Overall,All Ages,All Races,High School,"(31.827240407000488, -99.42677020599967)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB01,1
2011,TX,Texas,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,20.6,,,1.6,17.5,24.0,1911,Male,All Ages,All Races,High School,"(31.827240407000488, -99.42677020599967)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB01,1
2011,TX,Texas,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,14.1,,,0.8,12.4,16.0,1970,Female,All Ages,All Races,High School,"(31.827240407000488, -99.42677020599967)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB01,1
2011,TX,Texas,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,4.5,,,0.3,3.8,5.3,3889,Overall,All Ages,All Races,High School,"(31.827240407000488, -99.42677020599967)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB02,2
2011,TX,Texas,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,5.4,,,0.6,4.3,6.7,1911,Male,All Ages,All Races,High School,"(31.827240407000488, -99.42677020599967)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB02,2
2011,TX,Texas,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,3.6,,,0.5,2.7,4.8,1970,Female,All Ages,All Races,High School,"(31.827240407000488, -99.42677020599967)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB02,2
2011,TX,Texas,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,6.2,,,0.5,5.3,7.2,4150,Overall,All Ages,All Races,High School,"(31.827240407000488, -99.42677020599967)",BEH,151BEH,168SSP,1GEN,8AGE,6RAC,2EDU,YRB03,3
2011,TX,Texas,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,10.2,,,0.8,8.6,12.1,2064,Male,All Ages,All Races,High School,"(31.827240407000488, -99.42677020599967)",BEH,151BEH,168SSP,2GEN,8AGE,6RAC,2EDU,YRB04,4
2011,TX,Texas,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,2.0,,,0.3,1.5,2.7,2075,Female,All Ages,All Races,High School,"(31.827240407000488, -99.42677020599967)",BEH,151BEH,168SSP,3GEN,8AGE,6RAC,2EDU,YRB05,5
2011,UT,Utah,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,5.9,,,0.6,4.8,7.2,1654,Overall,All Ages,All Races,High School,"(39.360700171000474, -111.58713063499971)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB01,1
2011,UT,Utah,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,7.0,,,1.1,5.1,9.5,853,Male,All Ages,All Races,High School,"(39.360700171000474, -111.58713063499971)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB01,1
2011,UT,Utah,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,4.5,,,0.8,3.1,6.4,787,Female,All Ages,All Races,High School,"(39.360700171000474, -111.58713063499971)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB01,1
2011,UT,Utah,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,2.1,,,0.5,1.3,3.3,1654,Overall,All Ages,All Races,High School,"(39.360700171000474, -111.58713063499971)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB02,2
2011,UT,Utah,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,2.8,,,0.8,1.6,4.9,853,Male,All Ages,All Races,High School,"(39.360700171000474, -111.58713063499971)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB02,2
2011,UT,Utah,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,1.0,,,0.4,0.4,2.3,787,Female,All Ages,All Races,High School,"(39.360700171000474, -111.58713063499971)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB02,2
2011,UT,Utah,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,3.7,,,0.5,2.8,4.9,1697,Overall,All Ages,All Races,High School,"(39.360700171000474, -111.58713063499971)",BEH,151BEH,168SSP,1GEN,8AGE,6RAC,2EDU,YRB03,3
2011,UT,Utah,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,6.2,,,0.9,4.6,8.3,884,Male,All Ages,All Races,High School,"(39.360700171000474, -111.58713063499971)",BEH,151BEH,168SSP,2GEN,8AGE,6RAC,2EDU,YRB04,4
2011,UT,Utah,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,1.0,,,0.4,0.4,2.2,808,Female,All Ages,All Races,High School,"(39.360700171000474, -111.58713063499971)",BEH,151BEH,168SSP,3GEN,8AGE,6RAC,2EDU,YRB05,5
2011,VT,Vermont,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,13.3,,,0.6,12.1,14.6,8459,Overall,All Ages,All Races,High School,"(43.62538123900049, -72.51764079099962)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB01,1
2011,VT,Vermont,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,14.3,,,0.7,12.7,16.0,4207,Male,All Ages,All Races,High School,"(43.62538123900049, -72.51764079099962)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB01,1
2011,VT,Vermont,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,11.9,,,0.7,10.5,13.4,4143,Female,All Ages,All Races,High School,"(43.62538123900049, -72.51764079099962)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB01,1
2011,VT,Vermont,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,5.2,,,0.5,4.3,6.3,8459,Overall,All Ages,All Races,High School,"(43.62538123900049, -72.51764079099962)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB02,2
2011,VT,Vermont,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,5.8,,,0.5,4.8,6.9,4207,Male,All Ages,All Races,High School,"(43.62538123900049, -72.51764079099962)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB02,2
2011,VT,Vermont,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,4.5,,,0.5,3.5,5.8,4143,Female,All Ages,All Races,High School,"(43.62538123900049, -72.51764079099962)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB02,2
2011,VT,Vermont,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,6.7,,,0.4,5.8,7.7,8614,Overall,All Ages,All Races,High School,"(43.62538123900049, -72.51764079099962)",BEH,151BEH,168SSP,1GEN,8AGE,6RAC,2EDU,YRB03,3
2011,VT,Vermont,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,11.0,,,0.6,9.7,12.4,4307,Male,All Ages,All Races,High School,"(43.62538123900049, -72.51764079099962)",BEH,151BEH,168SSP,2GEN,8AGE,6RAC,2EDU,YRB04,4
2011,VT,Vermont,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,2.1,,,0.4,1.4,3.2,4193,Female,All Ages,All Races,High School,"(43.62538123900049, -72.51764079099962)",BEH,151BEH,168SSP,3GEN,8AGE,6RAC,2EDU,YRB05,5
2011,VA,Virginia,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,15.0,,,1.9,11.4,19.5,1359,Overall,All Ages,All Races,High School,"(37.54268067400045, -78.45789046299967)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB01,1
2011,VA,Virginia,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,14.4,,,2.1,10.5,19.5,668,Male,All Ages,All Races,High School,"(37.54268067400045, -78.45789046299967)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB01,1
2011,VA,Virginia,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,15.5,,,2.3,11.3,21.0,689,Female,All Ages,All Races,High School,"(37.54268067400045, -78.45789046299967)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB01,1
2011,VA,Virginia,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,5.4,,,1.2,3.4,8.5,1359,Overall,All Ages,All Races,High School,"(37.54268067400045, -78.45789046299967)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB02,2
2011,VA,Virginia,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,6.4,,,1.2,4.3,9.5,668,Male,All Ages,All Races,High School,"(37.54268067400045, -78.45789046299967)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB02,2
2011,VA,Virginia,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,4.4,,,1.5,2.2,8.7,689,Female,All Ages,All Races,High School,"(37.54268067400045, -78.45789046299967)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB02,2
2011,VA,Virginia,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,8.2,,,1.3,5.9,11.2,1422,Overall,All Ages,All Races,High School,"(37.54268067400045, -78.45789046299967)",BEH,151BEH,168SSP,1GEN,8AGE,6RAC,2EDU,YRB03,3
2011,VA,Virginia,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,13.7,,,1.9,10.2,18.2,701,Male,All Ages,All Races,High School,"(37.54268067400045, -78.45789046299967)",BEH,151BEH,168SSP,2GEN,8AGE,6RAC,2EDU,YRB04,4
2011,VA,Virginia,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,2.3,,,0.8,1.1,4.8,717,Female,All Ages,All Races,High School,"(37.54268067400045, -78.45789046299967)",BEH,151BEH,168SSP,3GEN,8AGE,6RAC,2EDU,YRB05,5
2011,WV,West Virginia,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,19.1,,,1.6,16.0,22.6,2076,Overall,All Ages,All Races,High School,"(38.66551020200046, -80.71264013499967)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB01,1
2011,WV,West Virginia,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,21.8,,,2.2,17.6,26.7,1009,Male,All Ages,All Races,High School,"(38.66551020200046, -80.71264013499967)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB01,1
2011,WV,West Virginia,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,16.3,,,1.9,12.6,20.8,1059,Female,All Ages,All Races,High School,"(38.66551020200046, -80.71264013499967)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB01,1
2011,WV,West Virginia,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,8.3,,,1.1,6.2,11.0,2076,Overall,All Ages,All Races,High School,"(38.66551020200046, -80.71264013499967)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB02,2
2011,WV,West Virginia,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,9.6,,,1.4,7.1,12.8,1009,Male,All Ages,All Races,High School,"(38.66551020200046, -80.71264013499967)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB02,2
2011,WV,West Virginia,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,7.0,,,1.2,4.8,10.1,1059,Female,All Ages,All Races,High School,"(38.66551020200046, -80.71264013499967)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB02,2
2011,WV,West Virginia,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,14.4,,,1.5,11.6,17.8,2142,Overall,All Ages,All Races,High School,"(38.66551020200046, -80.71264013499967)",BEH,151BEH,168SSP,1GEN,8AGE,6RAC,2EDU,YRB03,3
2011,WV,West Virginia,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,25.5,,,2.6,20.5,31.2,1047,Male,All Ages,All Races,High School,"(38.66551020200046, -80.71264013499967)",BEH,151BEH,168SSP,2GEN,8AGE,6RAC,2EDU,YRB04,4
2011,WV,West Virginia,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,2.8,,,0.6,1.8,4.4,1086,Female,All Ages,All Races,High School,"(38.66551020200046, -80.71264013499967)",BEH,151BEH,168SSP,3GEN,8AGE,6RAC,2EDU,YRB05,5
2011,WI,Wisconsin,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,14.6,,,1.1,12.6,16.9,2920,Overall,All Ages,All Races,High School,"(44.39319117400049, -89.81637074199966)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB01,1
2011,WI,Wisconsin,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,15.5,,,1.3,13.1,18.3,1434,Male,All Ages,All Races,High School,"(44.39319117400049, -89.81637074199966)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB01,1
2011,WI,Wisconsin,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,13.5,,,1.4,11.0,16.5,1482,Female,All Ages,All Races,High School,"(44.39319117400049, -89.81637074199966)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB01,1
2011,WI,Wisconsin,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,5.2,,,0.6,4.1,6.5,2920,Overall,All Ages,All Races,High School,"(44.39319117400049, -89.81637074199966)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB02,2
2011,WI,Wisconsin,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,6.1,,,0.9,4.5,8.3,1434,Male,All Ages,All Races,High School,"(44.39319117400049, -89.81637074199966)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB02,2
2011,WI,Wisconsin,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,4.3,,,0.5,3.3,5.5,1482,Female,All Ages,All Races,High School,"(44.39319117400049, -89.81637074199966)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB02,2
2011,WI,Wisconsin,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,8.3,,,0.8,6.8,10.1,2445,Overall,All Ages,All Races,High School,"(44.39319117400049, -89.81637074199966)",BEH,151BEH,168SSP,1GEN,8AGE,6RAC,2EDU,YRB03,3
2011,WI,Wisconsin,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,14.1,,,1.4,11.5,17.2,1224,Male,All Ages,All Races,High School,"(44.39319117400049, -89.81637074199966)",BEH,151BEH,168SSP,2GEN,8AGE,6RAC,2EDU,YRB04,4
2011,WI,Wisconsin,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,2.2,,,0.6,1.3,3.7,1217,Female,All Ages,All Races,High School,"(44.39319117400049, -89.81637074199966)",BEH,151BEH,168SSP,3GEN,8AGE,6RAC,2EDU,YRB05,5
2011,WY,Wyoming,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,22.0,,,1.5,19.2,25.1,2331,Overall,All Ages,All Races,High School,"(43.23554134300048, -108.10983035299967)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB01,1
2011,WY,Wyoming,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,22.8,,,1.9,19.3,26.8,1124,Male,All Ages,All Races,High School,"(43.23554134300048, -108.10983035299967)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB01,1
2011,WY,Wyoming,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Current,%,Percentage,21.3,,,1.8,18.0,25.0,1196,Female,All Ages,All Races,High School,"(43.23554134300048, -108.10983035299967)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB01,1
2011,WY,Wyoming,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,10.2,,,1.2,8.1,12.8,2331,Overall,All Ages,All Races,High School,"(43.23554134300048, -108.10983035299967)",BEH,106BEH,169SSA,1GEN,8AGE,6RAC,2EDU,YRB02,2
2011,WY,Wyoming,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,10.8,,,1.3,8.5,13.6,1124,Male,All Ages,All Races,High School,"(43.23554134300048, -108.10983035299967)",BEH,106BEH,169SSA,2GEN,8AGE,6RAC,2EDU,YRB02,2
2011,WY,Wyoming,Tobacco Use - Survey Data,Cigarette Use (Youth),Smoking Status,YRBSS,Frequent,%,Percentage,9.7,,,1.4,7.2,13.0,1196,Female,All Ages,All Races,High School,"(43.23554134300048, -108.10983035299967)",BEH,106BEH,169SSA,3GEN,8AGE,6RAC,2EDU,YRB02,2
2011,WY,Wyoming,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,15.1,,,0.8,13.5,16.9,2503,Overall,All Ages,All Races,High School,"(43.23554134300048, -108.10983035299967)",BEH,151BEH,168SSP,1GEN,8AGE,6RAC,2EDU,YRB03,3
2011,WY,Wyoming,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,22.1,,,1.3,19.7,24.7,1219,Male,All Ages,All Races,High School,"(43.23554134300048, -108.10983035299967)",BEH,151BEH,168SSP,2GEN,8AGE,6RAC,2EDU,YRB04,4
2011,WY,Wyoming,Tobacco Use - Survey Data,Smokeless Tobacco Use (Youth),User Status,YRBSS,Current,%,Percentage,7.8,,,0.8,6.3,9.6,1271,Female,All Ages,All Races,High School,"(43.23554134300048, -108.10983035299967)",BEH,151BEH,168SSP,3GEN,8AGE,6RAC,2EDU,YRB05,5
